communication_id,customer_id,timestamp,channel,reason_category,message_text,sentiment,outcome,related_claim_id
20699,6883,2023-11-19 05:44:58,In-Person,Feedback,Suggestion for new policy feature,Positive,Acknowledged,
20700,6883,2023-03-21 21:19:57,Social Media,Complaint,Incorrect personal details on file,Neutral,Acknowledged,
20701,6883,2024-11-30 12:33:58,Chatbot,Feedback,Concern about premium increase,Positive,Acknowledged,
20702,6884,2024-08-07 10:30:18,In-Person,Complaint,Long wait time on phone support,Negative,Escalated,20669.0
20703,6884,2023-07-20 22:42:03,Social Media,Complaint,Incorrect personal details on file,Negative,Escalated,20671.0
20704,6884,2023-03-22 21:01:41,Email,Call Log,Follow-up call on a pending claim,Neutral,Pending Info,20671.0
20705,6884,2023-06-19 14:56:15,Phone,Call Log,Verification of updated contact details,Neutral,Pending Info,
20706,6885,2023-07-29 14:04:12,Email,Call Log,Question regarding renewal process,Negative,Pending Info,20672.0
20707,6885,2024-04-20 20:02:38,Email,Complaint,Long wait time on phone support,Negative,Acknowledged,
20708,6885,2023-07-08 09:51:04,Phone,Complaint,Unsatisfactory claim process,Neutral,Resolved,20672.0
20709,6885,2023-10-15 19:36:25,Social Media,Feedback,Suggestion for new policy feature,Positive,Escalated,
20710,6886,2023-03-28 00:02:58,Chatbot,Call Log,Follow-up call on a pending claim,Positive,Pending Info,
20711,6886,2023-04-30 12:29:27,Phone,Complaint,Billing error in latest statement,Negative,Pending Info,
20712,6886,2024-07-26 11:20:06,Chatbot,Call Log,Verification of updated contact details,Neutral,Resolved,
20713,6887,2024-06-13 05:55:57,In-Person,Complaint,Billing error in latest statement,Negative,Pending Info,20674.0
20714,6887,2024-08-19 11:15:17,Social Media,Complaint,Billing error in latest statement,Negative,Acknowledged,
20715,6887,2023-03-17 00:43:16,Chatbot,Call Log,Question regarding renewal process,Neutral,Escalated,20674.0
20716,6887,2024-09-01 15:50:58,Chatbot,Complaint,Billing error in latest statement,Negative,Acknowledged,20674.0
20717,6888,2023-07-02 03:51:14,Phone,Call Log,Verification of updated contact details,Neutral,Acknowledged,
20718,6888,2024-05-07 22:36:42,Social Media,Complaint,Billing error in latest statement,Neutral,Pending Info,
20719,6889,2023-12-05 04:52:16,Social Media,Complaint,Billing error in latest statement,Negative,Pending Info,20682.0
20720,6889,2024-01-11 10:47:13,Social Media,Complaint,Unsatisfactory claim process,Neutral,Acknowledged,
20721,6889,2024-04-28 13:22:10,In-Person,Complaint,Unsatisfactory claim process,Negative,Pending Info,
20722,6889,2023-04-19 11:56:01,In-Person,Feedback,Suggestion for new policy feature,Neutral,Escalated,
20723,6889,2024-02-28 12:23:39,Chatbot,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,20680.0
20724,6890,2023-06-18 00:15:23,Chatbot,Complaint,Policy cancellation issue,Negative,Resolved,
20725,6890,2024-01-29 22:21:54,Social Media,Complaint,Policy cancellation issue,Negative,Escalated,20683.0
20726,6890,2025-01-22 17:58:57,Email,Feedback,Overall positive feedback on service,Neutral,Resolved,
20727,6890,2023-07-31 15:54:56,Social Media,Call Log,Verification of updated contact details,Positive,Escalated,20683.0
20728,6890,2024-09-05 12:42:20,Email,Feedback,Appreciation for quick claim settlement,Negative,Pending Info,
20729,6891,2024-04-05 02:59:03,In-Person,Feedback,Request for better mobile app experience,Neutral,Pending Info,
20730,6892,2024-07-11 03:52:54,Phone,Complaint,Billing error in latest statement,Negative,Pending Info,20687.0
20731,6892,2023-11-01 04:33:11,In-Person,Complaint,Billing error in latest statement,Negative,Acknowledged,20688.0
20732,6892,2024-07-25 10:03:23,Chatbot,Complaint,Policy cancellation issue,Negative,Pending Info,20688.0
20733,6892,2023-11-25 05:34:49,Social Media,Complaint,Policy cancellation issue,Neutral,Resolved,20688.0
20734,6893,2023-05-23 12:40:18,Phone,Complaint,Long wait time on phone support,Negative,Acknowledged,
20735,6894,2024-06-05 19:16:28,Chatbot,Feedback,Request for better mobile app experience,Negative,Escalated,
20736,6894,2024-02-23 18:12:11,Email,Feedback,Concern about premium increase,Positive,Escalated,
20737,6894,2024-08-05 22:15:18,In-Person,Feedback,Concern about premium increase,Neutral,Escalated,
20738,6894,2024-02-28 06:49:10,In-Person,Call Log,Question regarding renewal process,Neutral,Pending Info,20691.0
20739,6894,2024-12-08 09:34:47,Email,Complaint,Long wait time on phone support,Negative,Acknowledged,20691.0
20740,6895,2023-08-17 14:37:51,Phone,Feedback,Concern about premium increase,Negative,Pending Info,
20741,6896,2024-12-16 06:25:37,In-Person,Complaint,Unsatisfactory claim process,Negative,Acknowledged,
20742,6896,2023-11-13 17:30:11,Phone,Feedback,Concern about premium increase,Negative,Resolved,
20743,6897,2024-08-14 17:00:34,Email,Complaint,Long wait time on phone support,Neutral,Resolved,
20744,6898,2025-01-09 02:16:25,Chatbot,Call Log,Verification of updated contact details,Neutral,Escalated,20709.0
20745,6898,2023-07-12 04:30:44,Social Media,Call Log,Question regarding renewal process,Negative,Acknowledged,
20746,6898,2024-05-15 18:03:41,Social Media,Call Log,Question regarding renewal process,Positive,Acknowledged,20708.0
20747,6899,2024-12-09 18:02:02,In-Person,Feedback,Request for better mobile app experience,Positive,Resolved,
20748,6899,2024-10-27 06:58:20,Phone,Feedback,Overall positive feedback on service,Neutral,Resolved,
20749,6899,2024-09-17 19:54:10,Phone,Complaint,Long wait time on phone support,Negative,Escalated,20714.0
20750,6900,2024-05-03 12:00:38,Phone,Feedback,Request for better mobile app experience,Neutral,Escalated,
20751,6900,2024-08-11 22:48:47,Chatbot,Complaint,Policy cancellation issue,Negative,Escalated,20716.0
20752,6901,2023-08-31 14:03:32,Email,Call Log,General inquiry about policy coverage,Positive,Pending Info,
20753,6901,2023-06-22 10:37:26,Social Media,Feedback,Suggestion for new policy feature,Neutral,Escalated,
20754,6901,2025-01-25 01:57:09,Chatbot,Call Log,Verification of updated contact details,Neutral,Pending Info,
20755,6901,2025-03-01 08:18:16,In-Person,Complaint,Long wait time on phone support,Negative,Escalated,
20756,6902,2024-02-19 14:56:18,Email,Call Log,Verification of updated contact details,Negative,Escalated,
20757,6902,2024-11-06 09:17:58,In-Person,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
20758,6902,2024-05-21 15:24:55,Phone,Feedback,Request for better mobile app experience,Neutral,Resolved,
20759,6903,2023-05-06 05:32:23,In-Person,Feedback,Suggestion for new policy feature,Negative,Escalated,
20760,6903,2024-02-04 09:36:48,In-Person,Feedback,Request for better mobile app experience,Neutral,Escalated,
20761,6903,2023-10-25 01:55:46,Chatbot,Feedback,Request for better mobile app experience,Negative,Pending Info,
20762,6904,2024-04-23 11:12:33,Social Media,Call Log,General inquiry about policy coverage,Negative,Acknowledged,20726.0
20763,6905,2024-11-11 03:05:08,Phone,Call Log,General inquiry about policy coverage,Negative,Escalated,20729.0
20764,6905,2024-04-07 15:01:54,In-Person,Call Log,General inquiry about policy coverage,Neutral,Resolved,20729.0
20765,6905,2024-11-30 09:53:08,Email,Feedback,Concern about premium increase,Neutral,Resolved,
20766,6905,2025-02-04 05:39:28,In-Person,Complaint,Long wait time on phone support,Negative,Acknowledged,20729.0
20767,6905,2023-06-05 00:04:56,Phone,Complaint,Policy cancellation issue,Negative,Acknowledged,20728.0
20768,6906,2023-10-01 23:04:13,Email,Complaint,Unsatisfactory claim process,Negative,Pending Info,20731.0
20769,6907,2024-06-14 08:22:08,Social Media,Complaint,Incorrect personal details on file,Negative,Escalated,20734.0
20770,6907,2023-07-10 12:02:08,In-Person,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,20735.0
20771,6907,2024-05-08 05:11:06,Chatbot,Feedback,Concern about premium increase,Positive,Pending Info,
20772,6907,2025-01-03 01:16:37,Phone,Complaint,Billing error in latest statement,Neutral,Escalated,20734.0
20773,6908,2023-06-18 06:28:13,Chatbot,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,20739.0
20774,6908,2024-05-04 09:07:51,In-Person,Complaint,Billing error in latest statement,Negative,Resolved,
20775,6908,2024-05-29 03:47:05,Email,Call Log,General inquiry about policy coverage,Neutral,Escalated,20739.0
20776,6909,2025-02-06 19:42:12,Social Media,Complaint,Billing error in latest statement,Negative,Escalated,20742.0
20777,6909,2024-11-08 19:17:01,Email,Call Log,General inquiry about policy coverage,Neutral,Escalated,20742.0
20778,6910,2024-05-31 10:02:48,Chatbot,Feedback,Appreciation for quick claim settlement,Neutral,Resolved,
20779,6910,2024-03-28 17:24:24,Phone,Complaint,Policy cancellation issue,Neutral,Pending Info,
20780,6910,2023-05-25 05:34:39,In-Person,Feedback,Request for better mobile app experience,Positive,Acknowledged,
20781,6911,2023-11-07 01:03:42,Email,Feedback,Request for better mobile app experience,Neutral,Pending Info,
20782,6911,2023-11-05 04:13:06,Email,Feedback,Suggestion for new policy feature,Positive,Pending Info,
20783,6912,2025-01-31 23:45:38,Phone,Feedback,Overall positive feedback on service,Neutral,Resolved,
20784,6912,2024-08-03 18:06:52,Email,Feedback,Concern about premium increase,Negative,Escalated,
20785,6913,2024-12-20 14:57:32,In-Person,Feedback,Appreciation for quick claim settlement,Neutral,Acknowledged,
20786,6913,2024-05-12 12:46:02,Social Media,Complaint,Billing error in latest statement,Neutral,Acknowledged,20749.0
20787,6914,2024-05-28 00:41:37,Chatbot,Complaint,Policy cancellation issue,Negative,Resolved,20755.0
20788,6915,2024-05-09 10:41:56,Social Media,Complaint,Billing error in latest statement,Neutral,Resolved,
20789,6915,2024-02-19 13:05:08,Chatbot,Feedback,Concern about premium increase,Positive,Resolved,
20790,6915,2024-01-12 19:37:57,Social Media,Feedback,Suggestion for new policy feature,Neutral,Escalated,
20791,6915,2024-01-24 02:28:25,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
20792,6916,2024-01-27 05:56:33,Social Media,Call Log,Inquiry about adding a family member to the policy,Negative,Escalated,20759.0
20793,6916,2024-05-03 16:13:16,Phone,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
20794,6917,2024-12-09 20:54:48,Chatbot,Call Log,Follow-up call on a pending claim,Positive,Resolved,
20795,6917,2025-02-22 22:40:56,In-Person,Call Log,General inquiry about policy coverage,Negative,Escalated,20763.0
20796,6918,2024-05-14 21:55:36,Phone,Complaint,Unsatisfactory claim process,Negative,Resolved,
20797,6918,2024-09-01 09:10:08,Phone,Call Log,Verification of updated contact details,Positive,Acknowledged,
20798,6919,2023-05-11 09:16:22,Phone,Complaint,Billing error in latest statement,Negative,Pending Info,20765.0
20799,6920,2024-06-21 07:14:09,Email,Feedback,Suggestion for new policy feature,Negative,Acknowledged,
20800,6921,2024-01-07 10:37:38,Chatbot,Complaint,Billing error in latest statement,Negative,Escalated,20773.0
20801,6921,2023-10-10 04:36:13,In-Person,Complaint,Unsatisfactory claim process,Negative,Resolved,20772.0
20802,6921,2024-10-17 01:34:03,In-Person,Call Log,Verification of updated contact details,Neutral,Resolved,20772.0
20803,6921,2023-10-02 10:28:01,Phone,Call Log,General inquiry about policy coverage,Neutral,Escalated,20773.0
20804,6922,2024-03-29 07:45:29,In-Person,Call Log,Verification of updated contact details,Neutral,Acknowledged,
20805,6923,2024-06-10 06:13:45,Chatbot,Complaint,Billing error in latest statement,Negative,Pending Info,20780.0
20806,6923,2024-11-17 07:30:53,Chatbot,Call Log,Follow-up call on a pending claim,Positive,Resolved,20780.0
20807,6923,2023-10-10 22:21:10,In-Person,Complaint,Policy cancellation issue,Negative,Resolved,
20808,6924,2024-08-05 21:11:44,Chatbot,Call Log,Question regarding renewal process,Positive,Acknowledged,20782.0
20809,6924,2025-03-14 02:47:53,In-Person,Feedback,Overall positive feedback on service,Negative,Acknowledged,
20810,6924,2023-11-13 00:01:42,Chatbot,Call Log,Inquiry about adding a family member to the policy,Positive,Escalated,20787.0
20811,6924,2024-05-31 16:44:46,Phone,Complaint,Policy cancellation issue,Negative,Resolved,20787.0
20812,6924,2024-04-10 08:26:47,In-Person,Call Log,Follow-up call on a pending claim,Positive,Resolved,20785.0
20813,6925,2024-06-07 10:46:23,Chatbot,Complaint,Billing error in latest statement,Negative,Acknowledged,
20814,6925,2024-08-11 18:37:01,In-Person,Call Log,Inquiry about adding a family member to the policy,Positive,Escalated,20791.0
20815,6926,2024-12-18 15:07:28,Chatbot,Feedback,Overall positive feedback on service,Negative,Resolved,
20816,6926,2024-04-28 10:58:11,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
20817,6926,2024-04-04 18:45:26,Social Media,Feedback,Request for better mobile app experience,Negative,Pending Info,
20818,6926,2024-12-27 19:21:58,In-Person,Call Log,Inquiry about adding a family member to the policy,Positive,Resolved,
20819,6927,2023-11-08 17:00:23,Phone,Complaint,Long wait time on phone support,Negative,Acknowledged,20795.0
20820,6927,2025-01-11 04:03:11,Chatbot,Complaint,Incorrect personal details on file,Neutral,Escalated,20796.0
20821,6927,2025-02-27 02:18:56,In-Person,Feedback,Concern about premium increase,Negative,Acknowledged,
20822,6927,2024-08-28 19:07:11,In-Person,Complaint,Unsatisfactory claim process,Negative,Acknowledged,
20823,6928,2023-07-07 19:18:00,Email,Call Log,Follow-up call on a pending claim,Negative,Resolved,
20824,6928,2023-04-12 11:57:43,Chatbot,Complaint,Billing error in latest statement,Neutral,Pending Info,20797.0
20825,6929,2023-07-06 00:27:36,In-Person,Call Log,Verification of updated contact details,Positive,Acknowledged,20801.0
20826,6929,2025-03-11 16:32:40,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Escalated,20801.0
20827,6929,2023-04-27 18:09:08,In-Person,Complaint,Incorrect personal details on file,Negative,Pending Info,20801.0
20828,6930,2024-02-09 23:06:27,Chatbot,Complaint,Unsatisfactory claim process,Negative,Resolved,20802.0
20829,6930,2025-02-12 22:51:22,Email,Complaint,Unsatisfactory claim process,Negative,Escalated,20803.0
20830,6930,2023-08-06 01:17:54,Phone,Feedback,Concern about premium increase,Neutral,Resolved,
20831,6930,2024-10-18 11:06:10,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,20802.0
20832,6930,2024-11-14 12:02:27,Phone,Feedback,Overall positive feedback on service,Neutral,Escalated,
20833,6931,2024-09-12 16:22:25,Social Media,Complaint,Policy cancellation issue,Negative,Acknowledged,
20834,6931,2023-04-26 17:02:56,In-Person,Complaint,Long wait time on phone support,Neutral,Escalated,
20835,6931,2024-09-14 09:03:14,In-Person,Complaint,Long wait time on phone support,Neutral,Escalated,
20836,6931,2024-03-26 17:36:14,Social Media,Complaint,Policy cancellation issue,Negative,Resolved,
20837,6931,2024-08-22 09:00:27,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
20838,6932,2024-06-20 23:11:55,Chatbot,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
20839,6933,2025-02-04 18:29:47,Chatbot,Feedback,Overall positive feedback on service,Negative,Acknowledged,
20840,6934,2023-08-21 12:29:56,Chatbot,Call Log,Verification of updated contact details,Neutral,Resolved,20817.0
20841,6934,2023-06-10 23:24:20,Email,Call Log,Question regarding renewal process,Positive,Escalated,20817.0
20842,6934,2024-12-23 04:26:21,Phone,Call Log,Question regarding renewal process,Negative,Resolved,20817.0
20843,6935,2024-09-09 12:58:43,Email,Call Log,Inquiry about adding a family member to the policy,Neutral,Pending Info,20818.0
20844,6935,2024-08-09 07:51:04,Chatbot,Feedback,Request for better mobile app experience,Negative,Escalated,
20845,6936,2024-03-05 18:38:29,In-Person,Complaint,Billing error in latest statement,Neutral,Acknowledged,
20846,6937,2023-10-31 05:26:19,In-Person,Feedback,Concern about premium increase,Positive,Acknowledged,
